53.0,15.0,54.0,3.0,0.3891,0.5255,47.0,5.0,1.0,5.262,1.277,6.508
37.0,12.0,45.0,7.0,0.4188,0.5643,57.0,4.0,7.0,3.135,1.258,9.929
47.0,11.0,37.0,13.0,0.3691,0.5038,56.0,2.0,1.0,5.461,1.551,8.494
31.0,12.0,37.0,4.0,0.3618,0.5234,55.0,5.0,4.0,3.835,1.244,8.438
41.0,4.0,29.0,10.0,0.3296,0.3617,64.0,4.0,2.0,6.153,1.451,8.037
35.0,9.0,36.0,0.0,0.3079,0.4073,57.0,4.0,2.0,2.951,1.148,8.41
46.0,14.0,35.0,5.0,0.3353,0.4851,84.0,4.0,2.0,3.817,1.178,11.874
33.0,12.0,42.0,6.0,0.3146,0.432,78.0,7.0,1.0,4.29,1.178,9.841
38.0,9.0,28.0,4.0,0.3288,0.4084,51.0,6.0,3.0,3.508,1.102,7.78
35.0,9.0,29.0,3.0,0.2994,0.3841,57.0,4.0,4.0,3.741,1.247,9.271
55.0,16.0,48.0,5.0,0.3697,0.5505,80.0,4.0,6.0,3.857,1.02,10.64
49.0,12.0,32.0,7.0,0.3112,0.4321,39.0,4.0,3.0,5.694,1.49,7.163
2.0,3.0,1.0,4.0,5.0,0.0,8.0,6.0,10.0,11.0,9.0,7.0
